"ID";"Year";"global_id";"AdmArea";"District";"Address";"EstimatedindexValue";"PollutionCategory";"PollutionLevel";"geoData";
"256";"2016";"477298795";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1606";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.15074251, 55.97680203]}";
"257";"2016";"477298796";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1140";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.17173297, 55.99401759]}";
"258";"2016";"477298797";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623";"1.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.22768888, 55.9904043]}";
"259";"2016";"477298798";"Зеленоградский административный округ";"район Матушкино";"город Москва, город Зеленоград, Панфиловский проспект, дом 10";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.20222161, 56.0122008]}";
"260";"2016";"477298799";"Северо-Западный административный округ";"район Покровское-Стрешнево";"город Москва, Сосновая аллея, дом 1, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.46141868, 55.81969383]}";
"261";"2016";"477533252";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1131";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.16981394, 55.99217455]}";
"262";"2016";"477533462";"Зеленоградский административный округ";"район Матушкино";"город Москва, город Зеленоград, 1-й Западный проезд, дом 12, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.19198734, 56.01320563]}";
"263";"2016";"477533581";"Зеленоградский административный округ";"район Матушкино";"город Москва, город Зеленоград, корпус 231";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.20343468, 56.00335209]}";
"264";"2016";"477533780";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, Сосновая аллея, дом 3";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.24740328, 55.98323214]}";
"265";"2016";"477533913";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, Озёрная аллея, дом 6";"3.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.22594455, 55.98699102]}";
"266";"2016";"477534028";"Зеленоградский административный округ";"район Крюково";"город Москва, Середниковская улица, дом 12, строение 5";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.2060347, 55.95133375]}";
"267";"2016";"477534160";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, посёлок Рожки, дом 12";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.21670945, 55.94998147]}";
"268";"2016";"477534349";"Центральный административный округ";"район Хамовники";"город Москва, Смоленский бульвар, дом 24, строение 2";"1.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.58547703, 55.74324048]}";
"269";"2016";"477536450";"Центральный административный округ";"район Арбат";"город Москва, улица Новый Арбат, дом 28";"5.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.58497082, 55.75289695]}";
"270";"2016";"477536570";"Центральный административный округ";"Басманный район";"город Москва, улица Казакова, дом 15";"17.7";"умеренно-опасная";"средний";"{type=Point, coordinates=[37.6637646, 55.76282644]}";
"271";"2016";"477536684";"Центральный административный округ";"Басманный район";"город Москва, Большая Почтовая улица, дом 26В, строение 1";"3.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.69861552, 55.77847362]}";
"272";"2016";"477536748";"Центральный административный округ";"Басманный район";"город Москва, Бауманская улица, дом 43, строение 2";"22.8";"умеренно-опасная";"средний";"{type=Point, coordinates=[37.68002876, 55.77058018]}";
"273";"2016";"477536855";"Центральный административный округ";"район Замоскворечье";"город Москва, Овчинниковская набережная, дом 8А";"21.2";"умеренно-опасная";"средний";"{type=Point, coordinates=[37.62937099, 55.74552106]}";
"274";"2016";"477537068";"Центральный административный округ";"район Замоскворечье";"город Москва, Космодамианская набережная, дом 38, строение 2";"8.6";"допустимая";"слабый";"{type=Point, coordinates=[37.64431935, 55.73828233]}";
"275";"2016";"477537138";"Центральный административный округ";"район Замоскворечье";"город Москва, Новокузнецкая улица, дом 28, строение 1";"21.8";"умеренно-опасная";"средний";"{type=Point, coordinates=[37.63306719, 55.73462723]}";
"276";"2016";"477537203";"Центральный административный округ";"Красносельский район";"город Москва, Пантелеевская улица, дом 24";"4.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.64372942, 55.78349825]}";
"277";"2016";"477537294";"Центральный административный округ";"Красносельский район";"город Москва, Сретенский бульвар, дом 3";"12.7";"допустимая";"слабый";"{type=Point, coordinates=[37.63277992, 55.76690814]}";
"278";"2016";"477537491";"Центральный административный округ";"Красносельский район";"город Москва, Каланчёвская улица, дом 2/1, строение 1";"10.6";"допустимая";"слабый";"{type=Point, coordinates=[37.65200982, 55.77025695]}";
"279";"2016";"477537598";"Центральный административный округ";"Мещанский район";"город Москва, Малый Кисельный переулок, дом 6, строение 1";"16.8";"умеренно-опасная";"средний";"{type=Point, coordinates=[37.62695444, 55.76569396]}";
"280";"2016";"477537726";"Центральный административный округ";"Мещанский район";"город Москва, улица Сущёвский Вал, дом 56, строение 1";"8.2";"допустимая";"слабый";"{type=Point, coordinates=[37.62166531, 55.79196146]}";
"281";"2016";"477537878";"Центральный административный округ";"Мещанский район";"город Москва, улица Советской Армии, дом 12, строение 1";"5.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.61843554, 55.79137146]}";
"282";"2016";"477537999";"Центральный административный округ";"Пресненский район";"город Москва, Краснопресненская набережная, дом 3";"4.2";"допустимая";"минимальный";"{type=Point, coordinates=[37.55204678, 55.75123615]}";
"283";"2016";"477538097";"Центральный административный округ";"Пресненский район";"город Москва, улица Анатолия Живова, дом 4";"5.4";"допустимая";"минимальный";"{type=Point, coordinates=[37.55381524, 55.76019308]}";
"284";"2016";"477539270";"Центральный административный округ";"Таганский район";"город Москва, Яузский бульвар, дом 3, строение 1";"10.3";"допустимая";"слабый";"{type=Point, coordinates=[37.64772252, 55.75252583]}";
"285";"2016";"477539456";"Центральный административный округ";"Таганский район";"город Москва, Николоямская улица, дом 15, строение 2";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.65308425, 55.74807134]}";
"286";"2016";"477539577";"Центральный административный округ";"Тверской район";"город Москва, улица Малая Дмитровка, дом 23/15, строение 2";"6.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.60431179, 55.77045426]}";
"287";"2016";"477539651";"Центральный административный округ";"Тверской район";"город Москва, Садовая-Триумфальная улица, дом 4-10";"6.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.59918135, 55.770409]}";
"288";"2016";"477539769";"Центральный административный округ";"район Хамовники";"город Москва, улица Лужники, дом 24, строение 9";"4.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.55605141, 55.71924157]}";
"289";"2016";"477540051";"Центральный административный округ";"район Хамовники";"город Москва, Фрунзенская набережная, дом 32";"6.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.58691653, 55.72353412]}";
"290";"2016";"477540179";"Центральный административный округ";"район Якиманка";"город Москва, улица Крымский Вал, дом 10";"14.1";"допустимая";"слабый";"{type=Point, coordinates=[37.6057683, 55.73501678]}";
"291";"2016";"477540318";"Центральный административный округ";"район Якиманка";"город Москва, 1-й Спасоналивковский переулок, дом 17, корпус 1";"7.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.61612164, 55.73265442]}";
"292";"2016";"477540446";"Северный административный округ";"район Аэропорт";"город Москва, Ленинградский проспект, дом 66";"1.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.52591092, 55.80276415]}";
"293";"2016";"477540555";"Северный административный округ";"район Аэропорт";"город Москва, Петровско-Разумовская аллея, дом 22";"4.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.55639842, 55.79723736]}";
"294";"2016";"477540629";"Северный административный округ";"район Аэропорт";"город Москва, Планетная улица, дом 49";"10.8";"допустимая";"слабый";"{type=Point, coordinates=[37.53849476, 55.80599006]}";
"295";"2016";"477540691";"Северный административный округ";"район Беговой";"город Москва, Скаковая улица, дом 14";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.56710286, 55.78175447]}";
"296";"2016";"477540906";"Северный административный округ";"Бескудниковский район";"город Москва, Коровинское шоссе, дом 8, корпус 1";"2.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.53795114, 55.86994142]}";
"297";"2016";"477540992";"Северный административный округ";"Войковский район";"город Москва, улица Космонавта Волкова, дом 3";"10.2";"допустимая";"слабый";"{type=Point, coordinates=[37.50586057, 55.81581902]}";
"298";"2016";"477541094";"Северный административный округ";"район Восточное Дегунино";"город Москва, Дубнинская улица, дом 16, корпус 6";"13.2";"допустимая";"слабый";"{type=Point, coordinates=[37.56970809, 55.8687857]}";
"299";"2016";"477541192";"Северный административный округ";"Дмитровский район";"город Москва, Карельский бульвар, дом 14/16";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.53737175, 55.8940459]}";
"300";"2016";"477541678";"Северный административный округ";"район Западное Дегунино";"город Москва, Ильменский проезд, дом 17, строение 1";"26.1";"умеренно-опасная";"средний";"{type=Point, coordinates=[37.53939294, 55.86119182]}";
"301";"2016";"477542379";"Северный административный округ";"район Коптево";"город Москва, Большая Академическая улица, дом 77, корпус 1";"7.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.55568154, 55.84351658]}";
"302";"2016";"477542624";"Северный административный округ";"район Левобережный";"город Москва, Флотская улица, дом 5, корпус Б";"4.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.49107966, 55.85130191]}";
"303";"2016";"477542666";"Северный административный округ";"Молжаниновский район";"город Москва, Ленинградское шоссе, дом 170";"1.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.39167199, 55.92252435]}";
"304";"2016";"477542695";"Северный административный округ";"Молжаниновский район";"город Москва, Мелькисаровская улица, дом 2";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.41047599, 55.9481096]}";
"305";"2016";"477542732";"Северный административный округ";"Молжаниновский район";"город Москва, Молжаниновская улица, дом 15";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.36642171, 55.93512768]}";
"306";"2016";"477542768";"Северный административный округ";"Савёловский район";"город Москва, Писцовая улица, дом 13";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.57084932, 55.79711465]}";
"307";"2016";"477543024";"Северный административный округ";"район Сокол";"город Москва, Волоколамское шоссе, дом 1, корпус А";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.50371054, 55.8059671]}";
"308";"2016";"477543080";"Северный административный округ";"Тимирязевский район";"город Москва, Пасечная улица, дом 4";"4.2";"допустимая";"минимальный";"{type=Point, coordinates=[37.54440394, 55.82766316]}";
"309";"2016";"477543281";"Северный административный округ";"район Ховрино";"город Москва, Левобережная улица, дом 12";"4.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.4691057, 55.87786084]}";
"310";"2016";"477543323";"Северный административный округ";"Головинский район";"город Москва, Автомоторная улица, дом 6";"2.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.53641557, 55.84986845]}";
"311";"2016";"477543363";"Северный административный округ";"Хорошёвский район";"город Москва, улица Розанова, дом 10, строение 1";"13.6";"допустимая";"слабый";"{type=Point, coordinates=[37.53830236, 55.77127471]}";
"312";"2016";"477546449";"Северный административный округ";"район Западное Дегунино";"город Москва, Базовская улица, дом 6/27";"2.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.50838666, 55.87528272]}";
"313";"2016";"477546511";"Северный административный округ";"Хорошёвский район";"город Москва, 1-я Магистральная улица, дом 22, корпус 2";"2.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.51363633, 55.77251072]}";
"314";"2016";"477546540";"Северный административный округ";"Хорошёвский район";"город Москва, проезд Берёзовой Рощи, дом 2";"3.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.52084859, 55.78521793]}";
"315";"2016";"477546596";"Северо-Восточный административный округ";"Алексеевский район";"город Москва, 3-я Мытищинская улица, дом 16, строение 26";"13.0";"допустимая";"слабый";"{type=Point, coordinates=[37.64563491, 55.80645091]}";
"316";"2016";"477546627";"Северо-Восточный административный округ";"Бабушкинский район";"город Москва, Чукотский проезд, дом 8";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.65293042, 55.86912513]}";
"317";"2016";"477546656";"Северо-Восточный административный округ";"Бутырский район";"город Москва, улица Добролюбова, дом 2, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.59728297, 55.80767789]}";
"318";"2016";"477546690";"Северо-Восточный административный округ";"район Лианозово";"город Москва, Илимская улица, дом 3А, строение 1";"7.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.57428184, 55.88922793]}";
"319";"2016";"477546723";"Северо-Восточный административный округ";"район Лианозово";"город Москва, Угличская улица, дом 8";"2.4";"допустимая";"минимальный";"{type=Point, coordinates=[37.56896478, 55.89684673]}";
"320";"2016";"477546760";"Северо-Восточный административный округ";"Лосиноостровский район";"город Москва, Тайнинская улица, дом 3";"1.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.68099029, 55.87794876]}";
"321";"2016";"477546901";"Северо-Восточный административный округ";"район Марфино";"город Москва, Ботаническая улица, дом 13";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.60128428, 55.8259036]}";
"322";"2016";"477546928";"Северо-Восточный административный округ";"район Марфино";"город Москва, Ботаническая улица, домовладение 25, строение 30";"4.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.59968515, 55.83060168]}";
"323";"2016";"477547015";"Северо-Восточный административный округ";"район Марьина Роща";"город Москва, Старомарьинское шоссе, дом 11";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.61108174, 55.80427574]}";
"324";"2016";"477547075";"Северо-Восточный административный округ";"Останкинский район";"город Москва, Звёздный бульвар, дом 3";"6.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.63520004, 55.81570657]}";
"325";"2016";"477547110";"Северо-Восточный административный округ";"район Отрадное";"город Москва, Алтуфьевское шоссе, дом 41";"4.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.58371414, 55.86834263]}";
"326";"2016";"477547139";"Северо-Восточный административный округ";"район Ростокино";"город Москва, улица Докукина, дом 11, строение 1";"3.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.6510975, 55.83962511]}";
"327";"2016";"477547175";"Северо-Восточный административный округ";"район Свиблово";"город Москва, Кольская улица, дом 7, строение 1";"2.1";"допустимая";"минимальный";"{type=Point, coordinates=[37.64791023, 55.85946587]}";
"328";"2016";"477547204";"Северо-Восточный административный округ";"район Северное Медведково";"город Москва, Северодвинская улица, дом 21";"2.2";"допустимая";"минимальный";"{type=Point, coordinates=[37.68000921, 55.89297101]}";
"329";"2016";"477547749";"Северо-Восточный административный округ";"район Северный";"город Москва, Дмитровское шоссе, дом 165Е, корпус 10";"2.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.54198653, 55.92773429]}";
"330";"2016";"477574139";"Северо-Восточный административный округ";"район Северный";"город Москва, улица Мичурина, дом 10";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.52741044, 55.93755846]}";
"331";"2016";"477574190";"Северный административный округ";"Тимирязевский район";"город Москва, Дмитровское шоссе, дом 42";"1.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.57053621, 55.84232234]}";
"332";"2016";"477574258";"Северо-Восточный административный округ";"Ярославский район";"город Москва, Ярославское шоссе, дом 4, корпус 4";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.68106001, 55.85106774]}";
"333";"2016";"477574362";"Северо-Восточный административный округ";"район Лианозово";"город Москва, Череповецкая улица, дом 4А";"8.9";"допустимая";"слабый";"{type=Point, coordinates=[37.56580811, 55.8979753]}";
"334";"2016";"477574422";"Северо-Восточный административный округ";"район Бибирево";"город Москва, Алтуфьевское шоссе, дом 102Б";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.59132954, 55.90406142]}";
"335";"2016";"477574471";"Восточный административный округ";"район Богородское";"город Москва, бульвар Маршала Рокоссовского, дом 25";"3.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.71855953, 55.81446719]}";
"336";"2016";"477574513";"Восточный административный округ";"район Вешняки";"город Москва, улица Старый Гай, дом 6";"13.5";"допустимая";"слабый";"{type=Point, coordinates=[37.82599252, 55.74081578]}";
"337";"2016";"477574568";"Восточный административный округ";"район Восточное Измайлово";"город Москва, Измайловский бульвар, дом 54";"1.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.80980648, 55.79636996]}";
"338";"2016";"477574633";"Восточный административный округ";"район Гольяново";"город Москва, 1-й Иртышский проезд, дом 6, строение 1";"5.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.75582349, 55.81281982]}";
"339";"2016";"477574675";"Восточный административный округ";"район Гольяново";"город Москва, Щёлковское шоссе, дом 97";"2.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.83395493, 55.81468214]}";
"340";"2016";"477574713";"Восточный административный округ";"район Восточное Измайлово";"город Москва, 16-я Парковая улица, дом 2А, строение 8";"2.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.82602886, 55.79314771]}";
"341";"2016";"477574777";"Восточный административный округ";"район Новокосино";"город Москва, Суздальская улица, дом 3";"7.1";"допустимая";"минимальный";"{type=Point, coordinates=[37.8461546, 55.73221937]}";
"342";"2016";"477574853";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Красковская улица, дом 141Б";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.91341621, 55.71719014]}";
"343";"2016";"477574898";"Восточный административный округ";"район Метрогородок";"город Москва, улица Николая Химушина, дом 9, корпус 1";"4.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.7600668, 55.82147191]}";
"344";"2016";"477574959";"Восточный административный округ";"район Новогиреево";"город Москва, Перовская улица, дом 62";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.79387264, 55.74495324]}";
"345";"2016";"477575076";"Восточный административный округ";"район Новокосино";"город Москва, Суздальская улица, дом 8, корпус 1";"1.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.84719011, 55.73568662]}";
"346";"2016";"477575146";"Восточный административный округ";"район Новокосино";"город Москва, Суздальская улица, дом 20А";"4.1";"допустимая";"минимальный";"{type=Point, coordinates=[37.85171719, 55.74298312]}";
"347";"2016";"477581917";"Восточный административный округ";"район Перово";"город Москва, улица Лазо, дом 7, строение 4";"9.4";"допустимая";"слабый";"{type=Point, coordinates=[37.77370917, 55.74185181]}";
"348";"2016";"477581979";"Восточный административный округ";"район Преображенское";"город Москва, Большая Черкизовская улица, дом 125, строение 9";"8.4";"допустимая";"слабый";"{type=Point, coordinates=[37.74380644, 55.8040834]}";
"349";"2016";"477582047";"Восточный административный округ";"район Преображенское";"город Москва, Большая Черкизовская улица, дом 8";"9.2";"допустимая";"слабый";"{type=Point, coordinates=[37.72270842, 55.79408687]}";
"350";"2016";"477582235";"Восточный административный округ";"район Северное Измайлово";"город Москва, 16-я Парковая улица, дом 36А";"7.4";"допустимая";"минимальный";"{type=Point, coordinates=[37.83721883, 55.80476124]}";
"351";"2016";"477582266";"Восточный административный округ";"район Соколиная Гора";"город Москва, Буракова улица, дом 23";"8.7";"допустимая";"слабый";"{type=Point, coordinates=[37.73251049, 55.7605039]}";
"352";"2016";"477582305";"Восточный административный округ";"район Соколиная Гора";"город Москва, улица Семёновский Вал, дом 12";"9.3";"допустимая";"слабый";"{type=Point, coordinates=[37.714068, 55.77641369]}";
"353";"2016";"477582341";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, Заозёрная улица, дом 14";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.84798511, 55.71653136]}";
"354";"2016";"477582376";"Восточный административный округ";"район Косино-Ухтомский";"город Москва, улица Чёрное Озеро, дом 2";"4.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.85910406, 55.71704323]}";
"355";"2016";"477582417";"Восточный административный округ";"район Сокольники";"город Москва, Большой Матросский переулок, дом 1";"17.6";"умеренно-опасная";"средний";"{type=Point, coordinates=[37.69888908, 55.78925541]}";
"356";"2016";"477582462";"Восточный административный округ";"район Сокольники";"город Москва, Поперечный просек, дом 17, корпус 2";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.66444063, 55.80618975]}";
"357";"2016";"477582532";"Восточный административный округ";"район Перово";"город Москва, 2-я улица Энтузиастов, дом 3";"3.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.72831692, 55.74970483]}";
"358";"2016";"477582589";"Юго-Восточный административный округ";"Рязанский район";"город Москва, 4-й Вешняковский проезд, дом 8";"9.5";"допустимая";"слабый";"{type=Point, coordinates=[37.79603457, 55.7203408]}";
"359";"2016";"477582634";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Рязанский проспект, дом 80, корпус 1";"7.6";"допустимая";"минимальный";"{type=Point, coordinates=[37.82393141, 55.70926427]}";
"360";"2016";"477582673";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Ташкентская улица, дом 20";"4.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.81161182, 55.70182572]}";
"361";"2016";"477583126";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, улица Академика Скрябина, дом 1, корпус 2";"26.3";"умеренно-опасная";"средний";"{type=Point, coordinates=[37.79839989, 55.71462916]}";
"362";"2016";"477583152";"Юго-Восточный административный округ";"район Марьино";"город Москва, Поречная улица, дом 31, корпус 1";"4.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.77346375, 55.65229515]}";
"363";"2016";"477583201";"Юго-Восточный административный округ";"район Капотня";"город Москва, улица Верхние Поля, домовладение 56, строение 1";"3.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.82223442, 55.65655771]}";
"364";"2016";"477583269";"Юго-Восточный административный округ";"район Капотня";"город Москва, 1-й Капотнинский проезд, дом 41, строение 1";"8.2";"допустимая";"слабый";"{type=Point, coordinates=[37.80605207, 55.63378952]}";
"365";"2016";"477583446";"Юго-Восточный административный округ";"район Кузьминки";"город Москва, Окская улица, дом 8, корпус 1";"3.9";"допустимая";"минимальный";"{type=Point, coordinates=[37.75238603, 55.70995485]}";
"366";"2016";"477583601";"Юго-Восточный административный округ";"район Кузьминки";"город Москва, улица Фёдора Полетаева, дом 40";"10.9";"допустимая";"слабый";"{type=Point, coordinates=[37.79327058, 55.70723337]}";
"367";"2016";"477583755";"Юго-Восточный административный округ";"район Кузьминки";"город Москва, улица Юных Ленинцев, дом 54, корпус 2";"5.8";"допустимая";"минимальный";"{type=Point, coordinates=[37.76596859, 55.69921203]}";
"368";"2016";"477583919";"Юго-Восточный административный округ";"район Кузьминки";"город Москва, Есенинский бульвар, дом 12, корпус 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.77700001, 55.70167698]}";
"369";"2016";"477584033";"Юго-Восточный административный округ";"район Лефортово";"город Москва, улица Золоторожский Вал, дом 4, строение 2";"9.3";"допустимая";"слабый";"{type=Point, coordinates=[37.68995256, 55.75496866]}";
"370";"2016";"477584283";"Юго-Восточный административный округ";"район Лефортово";"город Москва, 1-й Краснокурсантский проезд, дом 3/5, корпус 11";"7.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.69406409, 55.75993813]}";
"371";"2016";"477584417";"Юго-Восточный административный округ";"район Лефортово";"город Москва, Красноказарменная улица, дом 3, строение 6";"14.3";"допустимая";"слабый";"{type=Point, coordinates=[37.68911319, 55.76204377]}";
"372";"2016";"477584471";"Юго-Восточный административный округ";"район Лефортово";"город Москва, Старообрядческая улица, дом 32";"4.2";"допустимая";"минимальный";"{type=Point, coordinates=[37.70000574, 55.7421404]}";
"373";"2016";"477585205";"Юго-Восточный административный округ";"район Люблино";"город Москва, улица Головачёва, дом 27";"5.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.82091841, 55.67270052]}";
"374";"2016";"477585262";"Юго-Восточный административный округ";"район Лефортово";"город Москва, Душинская улица, дом 10";"7.3";"допустимая";"минимальный";"{type=Point, coordinates=[37.7043173, 55.74712744]}";
"375";"2016";"477585322";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодонская улица, дом 40";"5.4";"допустимая";"минимальный";"{type=Point, coordinates=[37.74603493, 55.66834453]}";
"376";"2016";"477585418";"Юго-Восточный административный округ";"район Люблино";"город Москва, улица Степана Шутова, дом 14, строение 1";"2.2";"допустимая";"минимальный";"{type=Point, coordinates=[37.80904654, 55.67597314]}";
"377";"2016";"477585468";"Юго-Восточный административный округ";"район Люблино";"город Москва, Совхозная улица, дом 8";"8.7";"допустимая";"слабый";"{type=Point, coordinates=[37.74728401, 55.670587]}";
"378";"2016";"477585526";"Юго-Восточный административный округ";"район Люблино";"город Москва, Летняя улица, дом 1, строение 1";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.74307182, 55.68848294]}";
"379";"2016";"477585588";"Юго-Восточный административный округ";"район Марьино";"город Москва, Новомарьинская улица, дом 7";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.75035742, 55.65215997]}";
"380";"2016";"477585694";"Юго-Восточный административный округ";"район Марьино";"город Москва, Батайский проезд, дом 63";"12.5";"допустимая";"слабый";"{type=Point, coordinates=[37.74139897, 55.64344911]}";
"381";"2016";"477585754";"Юго-Восточный административный округ";"район Марьино";"город Москва, Подольская улица, дом 19";"8.2";"допустимая";"слабый";"{type=Point, coordinates=[37.71159344, 55.65195813]}";
"382";"2016";"477585848";"Юго-Восточный административный округ";"Нижегородский район";"город Москва, улица Верхняя Хохловка, дом 1/7";"6.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.71645128, 55.73385425]}";
"383";"2016";"477585956";"Юго-Восточный административный округ";"Нижегородский район";"город Москва, шоссе Фрезер, дом 32, строение 3";"11.5";"допустимая";"слабый";"{type=Point, coordinates=[37.73295647, 55.73513112]}";
"384";"2016";"477586010";"Юго-Восточный административный округ";"Нижегородский район";"город Москва, 3-я Карачаровская улица, дом 4, корпус 1";"2.7";"допустимая";"минимальный";"{type=Point, coordinates=[37.74458373, 55.7337349]}";
"385";"2016";"477586069";"Юго-Восточный административный округ";"район Печатники";"город Москва, Шоссейная улица, дом 2А";"9.4";"допустимая";"слабый";"{type=Point, coordinates=[37.7272815, 55.70208694]}";
"386";"2016";"477586134";"Юго-Восточный административный округ";"район Печатники";"город Москва, Шоссейная улица, дом 72";"5.2";"допустимая";"минимальный";"{type=Point, coordinates=[37.71885479, 55.67212119]}";
"387";"2016";"477586184";"Юго-Восточный административный округ";"район Печатники";"город Москва, улица Гурьянова, дом 19, корпус 2";"0.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.71763213, 55.68810801]}";
"388";"2016";"477586249";"Юго-Восточный административный округ";"район Печатники";"город Москва, улица Полбина, дом 46";"4.5";"допустимая";"минимальный";"{type=Point, coordinates=[37.72775682, 55.67860334]}";
"389";"2016";"477586386";"Юго-Восточный административный округ";"Рязанский район";"2-й Грайвороновский проезд, дом 38, строение 1";"10.4";"допустимая";"слабый";"{type=Point, coordinates=[37.74192147, 55.72507896]}";
"390";"2016";"477586419";"Юго-Восточный административный округ";"район Кузьминки";"город Москва, Окская улица, дом 28";"5.0";"допустимая";"минимальный";"{type=Point, coordinates=[37.7669998, 55.71457651]}";
"391";"2016";"477586420";"Юго-Восточный административный округ";"Рязанский район";"город Москва, Рязанский проспект, дом 14, корпус 2";"11.1";"допустимая";"слабый";"{type=Point, coordinates=[37.76253333, 55.72481092]}";
"392";"2016";"477586422";"Юго-Восточный административный округ";"район Текстильщики";"город Москва, квартал Грайвороново 90а, корпус 7";"3.2";"допустимая";"минимальный";"{type=Point, coordinates=[37.73489758, 55.72317203]}";
