Name;Adress;Description;Year;X;Y
"Инновационный центр с подземной автостоянкой";"Москва, СЗАО, Хорошево-Мневники, Причальный пр., вл. 2";"";2021;55.7611621;37.5200117
"Храм Сергия Радонежского и дом причта";"Южное Тушино, ул. Василия Петушкова, вл. 3 (напротив)";"";2020;55.8336622;37.402866
"Здание Детской школы искусств - перебазирование Детской школы искусств № 58 им. М.И. Глинки в Патриаршем подворье храмов Николо-Перервинского монастыря, ул. Гурьянова, д. 83А";"Москва, ЮВАО, район Печатники, ул. Гурьянова, д. 83А";"";2021;55.6742779;37.7184793
"Завершение строительства учебного корпуса, 2-я очередь комплекса зданий с созданием научно-исследовательского центр";"Москва, ЗАО, Кунцево, Оршанская ул. д. 3";"";2022;55.7397563;37.4079912
"Строительство физкультурно-оздоровительного комплекса государственного бюджетного образовательного учреждения "Центр спорта и образования "Самбо-70" Москомспорта";"г. Москва, ул. Губкина, вл. 6; вл. 6 стр. 1";"";2021;55.695079;37.5638759
"Многофункциональный жилой комплекс "Лучи". 2-й этап и этап 4.1. Этап 2.1 - общеобразовательное школьное учреждение на 825 мест корпус № 11";"Москва, ЗАО, район Солнцево, ул. Производственная, вл. 6";"";2021;55.647042;37.3879394
"Комплекс зданий Следственного комитета Российской Федерации со встроенной автостоянкой на 200 машино-мест и встроенными административно-бытовыми помещениями";"Москва, ЦАО, Басманный, Технический пер.";"";2019;55.7643646;37.6828685
"Инновационный лабораторно-промышленный корпус №2";"г. Москва,  г. Зеленоград, территория Алабушево";"";2021;55.991893;37.21439
"Общежитие";"проспект Вернадского, д. 84, корп. 1";"";2021;55.6652483;37.4767447
"Жилой дом со встроенными нежилыми помещениями, подземным гаражом";"Москва, ЮЗАО, район Обручевский, кв. 38А, корп. 9";"";2021;55.7540471;37.620405
"Многоэтажные жилые дома со встроенными и пристроенными нежилыми помещениями общественного назначения. Корпуса 3 и 4 с инженерными сетями, 2 этап строительства жилого комплекса с объектами соцкультбыта";"Отрадное, Высоковольтный проезд";"";2019;55.8730016;37.5972471
"Ледовый дворец";"Москва, ЗАО, район Солнцево, ул. Авиаторов, вл. 7";"";2021;55.6413519;37.4034524
"Перевод конечной станции "Лужники-Северная" на территорию конечной станции "Лужники-Южная"";"Москва, ЦАО, район Хамовники, Новолужнецкий проезд, вл. 3";"";2021;55.7157806;37.5639982
"Жилой комплекс со встроенными помещениями общественного назначения и подземной автостоянкой. Пятый этап строительства";"Останкинский , Сельскохозяйственная ул. вл. 35";"";2020;55.852076;37.625127
"Центр социального обслуживания населения города Москвы "Котловка"";"Москва, ЮЗАО, Котловка, Нагорная ул. вл. 13";"";2021;55.4925959;37.2995954
"Жилой дом со встроенными нежилыми помещениями и встроенно-пристроенным ДОУ";"Москва, ЮЗАО, район Обручевский, кв. 38А, корп. 8";"";2021;55.7540471;37.620405
"Многофункциональный комплекс (реставрация с приспособлением объекта культурного наследия и строительство в рамках специальных мер, направленных на регенерацию исторической среды) (корректировка)";"Москва, ЦАО, Тверской, Камергерский пер. вл. 4 стр. 1";"";2021;55.759664;37.613485
"Центр водных развлечений "Арена Легенд" - 2-й этап строительства";"Автозаводская ул. вл. 23";"";2019;55.689689;37.633868
"Комплекс учебных зданий Государственного образовательного учреждения высшего профессионального образования Всеросийской академии внешней торговли Минэкономразвития Российской Федерации (ГОУ ВПО ВАВТ) 2 ЭТАП - здание Библиотеки (2Б)";"ул. Пудовкина, вл. 4а";"";2022;55.727602;37.53305
"Комплексный универсальны бассейн для оздоровительного плавания";"Москва, ЮЗАО, Южное Бутово, Бартеневская ул. вл. 19";"";2021;55.5507864;37.5323341
"Детская поликлиника на 320 посещений в смену по адресу: г. Москва, район Тропарево-Никулино, ул. Академика Анохина, вл. 40 (на месте сноса нежилого здания) ( уровень - 1)";"ул. Академика Анохина, д. 40а";"";2020;55.6564633;37.4704756
"Дополнительное обустройство BMX-велодрома класса «В» (ГБУ «Спортивная школа олимпийского резерва «Нагорная» Москомспорта)";"Москва, ЮЗАО, район Ясенево, Тарусская ул. вл. 18";"";2019;55.6032167;37.5274593
"Реконструкция экспериментально-биологической лаборатории (вивария) с наружными инженерными сетями ЦНИИ Эпидемиологии Федерального государственного учреждения науки"Центральный научно-исследовательский институт эпидемиологии" Федеральной службы по надзору ";"Москва, ВАО, Перово, Новогиреевская ул. вл. 3А";"";2021;55.762745;37.79504
"Жилой дом со встроенными нежилыми помещениями, торговыми помещениями (универсам) и подземной автостоянкой";"Москва, ЮЗАО, район Обручевский, кв. 38А, корп. 9А";"";2021;55.7540471;37.620405
"Реконструкция корпуса ФГБУ "Эндокринологический научный центр Минздрава России"";"Москва, ЮЗАО, район Академический, ул. Дмитрия Ульянова, д. 11";"";2019;55.6901061;37.5692262
"Реконструкция территории ФГБУ "ВГНКИ" со строительством здания "Центра Всемирной Организации здравоохранения животных (МЭБ) по пищевой безопасности, диагностике и борьбе с болезнями животных стран Восточной Европы, Центральной Азии и Закавказья на месте с";"Москва, ЦАО, Пресненский, Звенигородское шоссе вл. 5";"";2019;55.763709;37.5539357
"Реконструкция и реставрация с использованием объекта федерального государственного бюджетного учереждения культуры";"Новая площадь, д. 3/4";"";2024;55.75779;37.6295344
"ДОУ на 350 мест (проект повторного применения ДОУ на 350 мест по адресу: г. Москва, Дмитровское шоссе, вл. 167, корп. 14) с учетом действующих нормативов";"Присвоенный адрес: 111674, г. Москва, ул. Вертолётчиков, д. 1А";"";2021;55.70077;37.938127
"Благоустройство Общегородской площади в границах участков 6, 2, 3 ММДЦ "Москва-Сити" с пешеходными связями моста "Багратион" с ЦВК "ЭКСПОЦЕНТР" (2-й пусковой комплекс) 2 Этап: благоустройство городской
площади в границах участка №6";"Краснопресненская набережная, ММДЦ «-Сити»";"";2019;55.7537917;37.5588049
"Жилой дом ЖСК "МЭИ-12"";"Москва, ул. Красноказарменная, вл. 13";"";2021;55.7573349;37.7053888
"Развитие медицинского центра гражданской авиации";"Москва, СЗАО, Покровское-Стрешнево, Иваньковское шоссе д. 7";"";2022;55.8228953;37.4604417
"Реконструкция здания с восстановлением облика фасадной стены научно-общественного центра "Аудитория"";"Москва, ЦАО, район Тверской, ул. 1-я Тверская-Ямская, вл. 22, стр. 1";"";2021;55.77383;37.5901374
"Многофункциональный жилой и общественно-деловой комплекс с подземной автостоянкой на земельном участке с кадастровым номером 77:02:0023014:3075. 2 этап - корпус К-2 с подземной автостоянкой, корпус К-4 с подземной автостоянкой (этап 2.2 - корпус К-4 с под";"Москва, СВАО, Алексеевский, ул. Новоалексеевская";"";2021;55.8091153;37.6453407
"Многофункциональный жилой дом № 4 с подземной автостоянкой";"Дмитровское шоссе, вл. 107";"";2019;55.880889;37.543246
"Многофункциональный жилой и общественно-деловой комплекс с подземной автостоянкой на земельном участке с кадастровым номером 77:02:0023014:3075. 2 этап - Корпус К-2 с подземной автостоянкой, корпус К-4 с подземной автостоянкой (Этап 2.1 - Корпус К2 с подз";"г. Москва, ул. Новоалексеевская";"";2021;55.8091153;37.6453407
"Центр культуры и искусств "Щукино", ул. Маршала Малиновского, вл. 7-на месте сноса здания кинотеатра "Октябрь"";"Малиновского маршала ул. вл. 7";"";2020;55.7907242;37.4923977
"Комплекс предприятий общественного питания";"Москва, ЗАО, район Солнцево, улица Богданова, вблизи вл.50";"";2021;55.6503439;37.3944552
"Многоэтажные нежилые общественные здания";"Москва, ЦАО,район Хамовники, ул. Большая Пироговская, вл. 23, вл. 23, стр. 2";"";2021;55.7305354;37.5700017
"Строительство научно-методического центра по профилактике и борьбе со СПИДом";"Москва, ЦАО, район Замоскворечье, Космодамианская набережная, вл. 22";"";2021;55.7432247;37.6410242
"Здание конечной станции экспресс-маршрута ГУП «Мосгортранс»";"Москва, ЗАО, район Фили-Давыдково, ул. Кастанаевская, у станции метро «Кунцевская»,";"";2021;55.730887;37.4183444
"Строительство нового здания и реконструкция существующего здания под размещение производственно-складских помещений в составе КП «Технопарк «СТРОГИНО» 1 этап. Новое строительство корпуса Д.";"г. Москва, СЗАО, район Строгино, улицаТвардовского, вл. 8";"";2021;55.7934874;37.3923538
"Реконструкция и строительство клинико-хирургического комплекса ФГБУ "ФНЦТИО им. ак. В.И. Шумакова" Минздрава России - 1 и 2 этапы - Реконструкция блока №3, 2 этап";"ул. Щукинская, вл. 1";"";2020;55.8076653;37.4828964
"Реконструкция здания для организации Центра доклинических трансляционных исследований государственного бюджетного образовательного учреждения высшего профессионального образования "Российский национальный исследовательский медицинский университет им. Н И.";"Островитянова ул. д. 1, стр. 1";"";2020;55.6481886;37.490576
"Детско-взрослая поликлиника на 320 посещений в смену (на месте сноса нежилого здания) (уровень -1)";"Б. Строченовский пер., вл. 23А";"";2021;55.7266731;37.6315421
"Реконструкция отделений федерального государственного бюджетного учреждения "Научный центр акушерства, гинекологии и перинатологии имени академика В.И.Кулакова " Министерства здравоохранения Российской Федерации";"ул. Академика Опарина, вл. 4";"";2021;55.6438512;37.4998619
"2-й жилой комплекс, корпус 16А";"Москва, ЗАО, район Фили-Давыдково, кв. 1-2, корп. 16А";"";2020;55.4846387;37.3067639
"Многофункциональный комплекс (реставрация с приспособлением объекта культурного наследия и строительство в рамках специальных мер, направленных на регенерацию исторической среды)";"Москва, ЦАО, Тверской, Дмитровка Б. ул. д. 9 стр. 1";"";2021;55.7612486;37.6139725
"Реконструкция строения № 59, расположенного на территории Московского Государственного Университета им. М.В.Ломоносова с приспособлением под размещение лабораторного корпуса МГУ (I очередь)";"Ленинские горы";"";2019;55.7043674;37.533682
"Реконструкция (в режиме реставрации с приспособлением к современному использованию) здания";"Романов пер., д. 2/6, стр. 2";"";2022;55.752756;37.6079201
"Федеральное государственное бюджетное учреждение культуры "Московский Художественный академический театр имени А.П. Чехова", строительство здания филиала МХАТ имени А.П. Чехова";"Москва, ЮАО, район Нагатино-Садовники, пересечение проспекта Андропова с Нагатинской улицей";"";2019;55.6764684;37.6629652
"Гостиница по адресу: г. Москва, пр-т Вернадского, д.84,корп.2";"Москва, ЗАО, район Тропарево-Никулино, проспект Вернадского, д. 84, корп. 2";"";2022;55.6651694;37.4751367
"Спортивно-оздоровительный комплекс с гостиницей, автостоянкой и инженерными коммуникациями";"г. Москва, Новоясеневский проспект, вл. 3";"";2021;55.608623;37.526546
"Дорога в поселении Воскресенское Новой Москвы";"";"Поселение Воскресенское входит в состав Новомосковского округа.  Оно граничит с районом Южное Бутово и поселениями Филимонковское, Сосенское, Щербинка, Рязановское и Десеновское. Рядом с Воскресенским находится станция «Бунинская Аллея» Бутовской линии метро и станция Щербинка МЦД-2, в 26 км проходит Калужское шоссе.";;;
"Жилой комплекс с подземной автостоянкой и детским общеобразовательным учреждением";"ул. Паршина, вл. 10";"";2021;55.7896914;37.4575868
"Стартовая площадка";"ул. Толбухина, вл. 2, корп. 1, вл. 4, корп. 1";"";;55.7171229;37.4031824
"Стартовая площадка";"ул. Горбунова, вл. 11, корп. 3, корп. 4";"";;55.721569;37.385636
"Стартовая площадка";"ул. Говорова, вл. 14-16";"";;55.7187698;37.3955424
"Стартовая площадка";"Электролитный проезд, вл. 7А";"";2023;55.6750275;37.6129571
"Стартовая площадка";"ул. Нижегородская, вл. 94, корп. 4";"";2023;55.729093;37.720151
"Стартовая площадка";"мкр. 80, уч. 1 (Щелковское шоссе, д. 92, корп. 3)";"";;55.8109546;37.8255601
"Стартовая площадка";"ул. Долгопрудная, вл. 10";"";;55.8940692;37.538985
"Стартовая площадка";"2-й Лихаческий пер., вл. 4";"";;55.8447972;37.5246519
"Стартовая площадка";"Коровинское шоссе, вл. 6";"";;55.8688468;37.5381832
"Реконструкция 51-65-го км Киевского шоссе";"";"Киевское шоссе – трасса федерального значения. Она берет свое начало от  развязки МКАД – Ленинский проспект, проходит через Калугу, Брянск и доходит до границы с Украиной.";;;
"Стартовая площадка";"Демьяна Бедного ул., вл. 17, корп. 2";"";;55.7781843;37.4853316
"Стартовая площадка";"Новогиреевская ул., вл. 24А";"";2022;55.755883;37.7938537
"Стартовая площадка";"Дмитрия Ульянова ул., вл. 47";"";2023;55.6815339;37.5951878
"Стартовая площадка";"ул. Академика Королева, вл. 21";"";;55.8203552;37.6023315
"Стартовая площадка";"Тайнинская ул., вл. 7/1, 7/2, 7/3 (Тайнинская ул., вблизи д. 7, к. 1, к. 2)";"";2023;55.8796597;37.6820492
"Стартовая площадка";"Тайнинская ул., вблизи д. 9";"";;55.881585;37.6839302
"Жилой комплекс с подземной автостоянкой";"Княжнина ул., вл. 24, стр. 2, 3, 4, 8";"";2020;55.7671;37.7060688
"Восстановление здания федерального государственного бюджетного учреждения науки Института научной информации по общественным наукам Российской академии наук (ФГБУН ИНИОН РАН)";"Нахимовский проспект, д. 51/21";"";2022;55.676133;37.5632976
"Территория Рижского грузового двора";"на пересечении Третьего транспортного кольца и проспекта Мира";"";;55.4313825;37.2647058
"Многофункциональный жилой комплекс";"Волгоградский просп. вл. 32/3";"";2022;55.7203965;37.6940377
"Реконструкция футбольного стадиона со строительством стрелковой галереи и плоскостных сооружений для занятия легкой атлетикой ГБУ "Спортивная школа олимпийского резерва "Москвич" Москомспорта";"просп. Волгоградский, вл. 46/15";"";;55.7079293;37.7331719
"Торгово-развлекательный комплекс";"Новоухтомское шоссе, вл. 2А";"";;55.7128634;37.8454195
"Жилая застройка с объектами социальной инфраструктуры";"Институтская 2-я ул.";"";2024;55.7224143;37.7838976
"Многоквартирный жилой дом с подземной стоянкой";"Хавская ул., д. 24";"";2022;55.713714;37.6129089
"Жилой комплекс";"ул. Шушенская, вл. 8";"";2022;55.8698515;37.6873794
"Административное здание";"Москва, ЮЗАО, Котловка, Нагорная ул. вл. 6";"";2021;55.4937668;37.2996582
"Дорога от платформы Остафьево Курского направления МЖД до Щербинки";"";"Новый остановочный пункт Остафьево построили между станциями Щербинка и Силикатная на втором Московском центральном диаметре (МЦД-2). Здесь возвели две новые платформы и надземный переход с распределительным залом через ж/д пути.";;;
"Информационно-аналитический центр ФГУ «Центр ветеринарии»";"ул. Лётчика Бабушкина, вл. 20";"";2019;55.8650705;37.6758559
"Гольяново";"";"Район Гольяново на востоке столицы – крупнейший в Москве. Его площадь составляет почти 1,5 тыс. га, а количество жителей достигает 160 тысяч. В скором времени здесь появится новая станция метро «Гольяново» Арбатско-Покровской линии, которая сможет обслуживать 70 тыс. жителей района.";2024;;
"ЖК Balance";"Рязанский проспект, 26";"";2022;55.7203256;37.7721907
"Многофункциональный офисный комплекс";"Грузинский Вал, вл. 11";"";2023;55.7742386;37.5760973
"Новые дороги для поселения Мосрентген";"Россия, Москва, поселение Мосрентген";"Мосрентген находится в Новомосковском административном округе. Для улучшения транспортного сообщения поселка с МКАД и Калужским шоссе реализуют масштабный дорожный проект.";;55.7540471;37.620405
"Парк «Дубки»";"";"";;;
"Жилой дом";"Измайловский проезд, вл. 5А, вл. 11";"";2021;55.7961739;37.7660723
"Учебный корпус на 400 мест";"Новокосинская ул., вл. 13";"";2021;55.7358245;37.8543751
"Многофункциональный комплекс (реставрация с приспособлением объекта культурного наследия и строительство в рамках специальных мер, направленных на регенерацию исторической среды) (блоки № 1-5)";"Москва, ЦАО, район Тверской, Камергерский пер., вл. 4, стр. 1, 3, Георгиевский пер., вл. 1, стр. 1 ,2 ,3";"";2022;55.7585445;37.6140125
"Благоустройство района Капотня";"";"";;;
"Павильон общественного питания № 4 (Павильон общественного питания у бассейна (кафе))";"Москва, ЦАО, район Хамовники, ул. Лужники, д. 24, стр. 4Б , (объект № 45)";"";2021;55.7212453;37.5462102
"Павильон общественного питания № 2";"Москва, ЦАО, район Хамовники, ул. Лужники, д. 24 (объект № 50)";"";2021;55.7181585;37.5609279
"Реконструкция сервисного центра уличных видов спорта, стр.16 (Сервисный центр уличных видов спорта 1)";"Москва, ЦАО, район Хамовники, ул. Лужники, д. 24 стр. 16";"";2021;55.721965;37.542599
"Промзона в районе Филевский Парк";"";"";;;
"Павильон общественного питания № 3 (Павильон общественного питания на набережной у 6-го поля (кафе))";"Москва, ЦАО, район Хамовники, ул. Лужники, д. 24 (объект № 51а)";"";2021;55.7181585;37.5609279
"Реконструкция с приспособлением и пристройкой здания Государственного бюджетного общеобразовательного учреждения г. Москвы «Гимназия № 1529 им. А.С. Грибоедова», структурного подразделения № 4 им. Н.В. Гоголя, расположенного по адресу: Староконюшенный пер";"Москва, ЦАО, Арбат, Староконюшенный пер. д. 18";"";2020;55.7470906;37.5954891
"Павильон общественного питания №1";"Москва, ЦАО, район Хамовники, ул. Лужники, д. 24, (объект № 49)";"";2021;55.7181585;37.5609279
"Жилой квартал бизнес-класса «Фили Сити»";"Багратионовский проезд. вл. 5";"";2020;55.7435571;37.5081053
"Дорога от Новофилевского проезда до ТТК";"";"Район Филевский Парк активно застраивается жильем, социальными объектами, благоустраивается набережная. Для улучшения его транспортной доступности построят четырехплосную дорогу. Она пройдет от Новофилевского проезда до Третьего транспортного кольца (ТТК).";;;
"Дорога Мамыри – Пенино – Шарапово";"";"Новую дорогу от поселка Мосрентген в сторону Троицка построят в 2023 году. Она соединит деревни Мамыри, Пенино и Шарапово.";;;
"Стартовая площадка";"Грайвороново, квартал 90А";"";2022;55.722263;37.7365693
"Стартовая площадка";"ул. Зеленодольская, вл. 30";"";2023;55.7105629;37.7700831
"Дорога из города Московский до станции метро «Филатов Луг» Сокольнической линии";"";"От города Московского до станции метро «Саларьево» всего семь километров. Однако в часы пик жители преодолевали это расстояние в среднем за полтора часа по пробкам. Ситуация изменилась: здесь построили и открыли новую дорогу без выезда на МКАД.";;;
"Стартовая площадка";"Касимовская ул., вл. 39/2";"";2022;55.5916856;37.6593053
"Стартовая площадка";"Шушенская ул., влд. 5";"";2023;55.868324;37.68677
"Усадьба Люблино";"Летняя ул., 1, стр. 1";"";;55.6884689;37.7430327
"Сквер у кинотеатра «Нева»";"";"";;;
"Жилой дом по программе реновации";"кв. 14, корп. 3 (Малая Юшуньская ул., д. 10, к. 2)";"";2021;52.3172939;36.6664629
"Дублер Остафьевского шоссе";"";"26 августа 2019 года открыто движение по дублеру Остфьевского шоссе. Он соединил поселение Рязановское с городом Щербинка Новой Москвы. На нем по две полосы для движения в каждую сторону.";;;
"Дорога Воскресенское – Каракашево – Щербинка";"Россия, Москва, поселение Воскресенское, деревня Каракашево";"Строится дорога от поселения Воскресенское до города Щербинка в Новой Москве. Она обеспечит перпендикулярное направление между Калужским и Варшавским шоссе. В результате разгрузится ряд местных дорог и сократится время в пути.";;55.524798;37.4783934
"Развязка с Алтуфьевским шоссе";"Россия, Москва, Алтуфьевское шоссе";"Сейчас здесь действует развязка клеверного типа. Поскольку вдоль магистрали расположены торговые центры, она не справляется с нагрузкой и создаются пробки.";;55.8757866;37.5860834
"Жилой дом";"Москва, пр-кт, Волгоградский, вл. 103/1";"";2021;55.7077289;37.7559289
"Жилой дом";"Москва, СВАО, Останкинский, Останкинская внутренняя территория города, мкр. 15-16, корп. 93";"";2021;55.7540471;37.620405
"Промзона в Тимирязевском районе";"";"";;;
"Промзона «Красный богатырь»";"";"";;;
"Стартовая площадка";"Новохорошевский проезд, вл. 24, к. 3";"";;55.7789425;37.4921313
"Стартовая площадка";"Новохорошевский проезд, вл. 6";"";;55.7790268;37.4984828
"Стартовая площадка";"ул. Олеко Дундича, влд. 31/35";"";2023;55.7376943;37.4824947
"Стартовая площадка";"Проспект Вернадского, вл. 75-77";"";;55.6816641;37.5152476
"Стартовая площадка";"ул. Красных Зорь, вл. 23/25";"";2023;55.7247744;37.4345945
"Стартовая площадка";"ул. Гродненская, вл. 7-9";"";2022;55.7180397;37.4344776
"Стартовая площадка";"1-я ул. Машиностроения, вл. 5А";"";2022;55.7117529;37.670108
"Стартовая площадка";"2-й квартал, вл. 21";"";;;
"Стартовая площадка";"Останкинская ВТГ, мкр. 15,16, к. 93 (Цандера, 7)";"";2021;55.8184048;37.6305193
"Стартовая площадка";"ул. Радужная, влд. 14, стр. 2";"";2022;55.8612376;37.6666385
"ВДНХ";"";"";;;
"Аллея Славы";"вблизи ул. Центральной, стр. 1";"";;55.9974022;37.2113684
"Дорога Калужское шоссе – Яковлево – Андреевское – Варшавское шоссе";"Россия, Москва, поселение Десёновское, деревня Яковлево";"В Новой Москве строится четырехполосная поперечная магистраль-связка Калужского и Варшавского шоссе. Она позволит жителям Троицка напрямую выезжать на Варшавское шоссе, а также добираться до платформы Остафьево второго Московского центрального диаметра (МЦД-2) «Подольск – Нахабино».";;55.4795493;37.3914761
"Реконструкция Внуковского шоссе";"Россия, Москва, поселение Внуковское, деревня Внуково, Внуковское шоссе";"Внуковское шоссе проходит по территориям района Внуково Западного округа и поселения Внуковское Новомосковского округа столицы. Дорога, названная в честь одноименного поселка, появилась в 1956 году. До этого пятикилометровая трасса соединяла деревни Внуково и Изварино.";;55.6332059;37.2650217
"Зал единоборств";"";"";;;
"Реконструкция Дорожной улицы";"Россия, Москва, Дорожная улица";"Дорожная улица расположена на юге столицы и проходит через три района – Чертаново Южное, Центральное и Северное.";;55.7540471;37.620405
"Храм Александра Невского";"деревня Пыхтино, уч. 6/1 (НАО, Внуковское).";"";;55.6202518;37.2996366
"Стартовая площадка";"Пр-т Вернадского, кв. 32, 33, к. 35";"";2021;55.6762392;37.49729
"Жилой дом с инженерными коммуникациями благоустройством и озеленением территории (2-я очередь)";"Москва, СВАО, Северный, Дмитровское шоссе вл. 167 корп. 2А";"";2019;55.9432043;37.5386223
"Набережная района Капотня";"";"";;;
"Набережная под Сабуровскими мостами";"";"";;;
"Набережная вблизи Живописной улицы";"";"";;;
"Промзона «Верхние Котлы»";"";"";;;
"Щукинский полуостров";"";"";;;
"Набережная Химкинского водохранилища";"";"";;;
"Реконструкция строения №312";"Москва, СВАО, Останкинский, Мира просп. д. 119 стр. 312";"";2021;55.8300967;37.621369
"Экспериментальная школа на 2500 мест с кванториумом на территории публичного акционерного общества "Завод имени И.А.Лихачева";"Москва, ул. Автозаводская, вл. 23, з/у 3; з/у 4";"";2021;55.7094397;37.6636446
"Гостиница с подземной автостоянкой";"Москва, ВАО, Соколиная гора, Вельяминовская ул. д. 34 стр. 23";"";2021;55.7844727;37.7225871
"Гостинично-деловой комплекс";"Москва, ЗАО, район Кунцево, ул. 5-я Мякининская, вл. 20, ул. 4-я Мякининская, вл. 27, стр. 1";"";2022;55.8111645;37.3783751
"Стартовая площадка";"Кв. 48, ул. 11-я Парковая, вл. 45";"";2023;52.7307739;52.2599431
"Стартовая площадка";"Одесская ул., вл. 4, стр. 1";"";;55.6630934;37.598
"Стартовая площадка";"2-я Владимирская ул., вл. 13";"";2022;44.5456592;40.7882742
"Стартовая площадка";"Металлургов ул., д. 56";"";2022;55.7600881;37.8053539
"Стартовая площадка";"Утренняя ул., вл. 20, стр. 2";"";2023;55.7483018;37.7970525
"Стартовые площадки";"Анненская ул., вл. 6";"";2022;55.8051433;37.6106536
"Стартовая площадка";"Генерала Рычагова ул., вл. 14";"";;55.8410551;37.5366886
"Стартовая площадка";"Головинский, мкр. 13, к. 10";"";;55.7540471;37.620405
"Стартовая площадка";"Головинский, мкр. 13, к. 9";"";;55.7540471;37.620405
"Стартовая площадка";"Головинский, мкр. 13, к. 8";"";;55.7540471;37.620405
"Стартовая площадка";"Головинский, мкр. 13, к. 7";"";;55.7540471;37.620405
"Стартовая площадка";"Головинский, мкр. 13, к. 4";"";;55.7540471;37.620405
"Парк имени 1-го Мая";"";"";;;
"Сквер Героя Советского Союза Фёдора Полетаева";"ул. Федора Полетаева, д. 15, корп. 1";"";;55.7091008;37.7835398
"Парк «Печатники» на набережной Москвы-реки";"";"";;;
"Парк «Останкинский»";"улица 1-я Останкинская, владение 7а";"";;55.8256928;37.6261045
"Парк-усадьба «Михалково»";"";"";;;
"Благоустройство парка «Грачёвка»";"";"";;;
"Стартовая площадка";"Поселок ЛМС, микрорайон Центральный, вблизи дома 36";"";;55.3141839;37.1839834
"Стартовая площадка";"Краснодарская улица, владение 6";"";2022;55.6762779;37.7411817
"Стартовая площадка";"Есенинский бульвар, з/у 1";"";2022;55.70643;37.7833239
"Стартовая площадка";"1-й квартал Капотня, влд. 8";"";2022;55.6397189;37.7893166
"Стартовая площадка";"5-я улица Соколиной Горы, вл. 21, корпус 3";"";;55.7653299;37.7370089
"Стартовая площадка";"Проспект Буденного, владение 47б";"";;55.7621182;37.7386932
"Стартовая площадка";"Большая Черкизовская ул., вл. 22-24";"";;55.7987087;37.7307827
"Стартовая площадка";"1-я Владимирская улица, владение 47";"";;;
"Стартовая площадка";"Свободный проспект, владения 25–27";"";2022;51.3614103;128.1219729
"Стартовая площадка";"Проезд Шокальского, владение 28А";"";2022;55.879415;37.650298
"Стартовая площадка";"Черепановых пр, вл. 56А";"";2022;55.8431979;37.540888
"Стартовая площадка";"ул. Клязьминская, влд. 28А";"";2022;55.8935819;37.5301569
"Стартовая площадка";"Дмитровское ш., вл. 127";"";2022;55.8872395;37.5410798
""Парк пяти морей"  Северного речного вокзала";"";"";;;
"Детский Черкизовский парк";"Большая Черкизовская улица";"";;55.7987087;37.7307827
"Здание торгового назначения";"Москва, Зеленоград, микрорайон 20, вл. 2020-2020А";"";2019;55.991893;37.21439
"Новая сцена ГБУК г. Москвы "Театр "Уголок дедушки Дурова"";"Москва, ЦАО, район Мещанский,ул. Дурова, вл. 2";"";2021;55.7796293;37.620248
"Стартовые площадки";"Олеко Дундича ул., д. 29";"";;55.7381901;37.4834689
"Стартовые площадки";"Родниковая ул., рядом с д. 4";"";;55.6383787;37.3789966
"Стартовые площадки";"ул. Введенского, вл. 5";"";;55.6437071;37.5438882
"Стартовые площадки";"Каширское шоссе, вл. 76А";"";;55.641524;37.675963
"Стартовые площадки";"Утренняя ул., вл. 3";"";2022;55.7480996;37.7916951
"Стартовые площадки";"ул. Милашенкова, влд. 7/3";"";2023;55.8236378;37.5854621
"Стартовые площадки";"Олонецкая ул., вл. 21";"";2022;55.855927;37.6192352
"Стартовые площадки";"Печорская улица, влд. 7";"";2021;55.8642221;37.6650564
"Стартовые площадки";"Радужная ул., напротив вл. 15, корп. 2";"";;55.8586678;37.6632802
"Стартовые площадки";"Селигерская ул., вл. 32, Дмитровское ш., вл. 89, к. 1";"";;55.863833;37.545581
"Стартовые площадки";"Бескудниковский б-р., вл. 52";"";2022;55.8741328;37.5385783
"Многоэтажный жилой комплекс с подземной автостоянкой";"Москва, СЗАО, Хорошево-Мневники, квартал 82 района Хорошево-Мневники, корпус 11 (ул. Генерала Глаголева, вл. 16, к. 1";"";2023;55.7822147;37.4651119
"Гараж";"Москва, ЮЗАО, Ломоносовский, Пилюгина академика ул. вл. 10";"";2019;55.6688037;37.5397687
"Гаражный комплекс";"Москва, ВАО, Косино-Ухтомский, Старостина Николая ул. вл. 8 корп. 15";"";2021;55.730019;37.8527683
"Промзона «Западный порт»";"";"";;;
"Синичкин сквер";"Ивантеевская ул., д. 13";"";;55.8175167;37.7254162
"Жилой дом с инженерными коммуникациями, благоустройством и озеленением территории (2-я очередь)";"Москва, СВАО, Северный, Дмитровское шоссе вл. 167 корп. 5А";"";2019;55.9432043;37.5386223
"Стартовая площадка";"Светлогорский пр-д, влд. 7/1/1";"";2021;55.8453425;37.4012972
"Стартовая площадка";"ул. Нижние Мневники, вл. 62А (ТПУ «Мнёвники»)";"";2023;55.7581316;37.4653123
"Стартовая площадка";"Набережная Новикова-Прибоя, владение 6, корпус 3";"";2021;55.7824368;37.4500909
"Стартовая площадка";"Краснолиманская улица, владение 21";"";2021;55.540372;37.5631566
"Стартовая площадка";"Новочеремушкинская ул., вл. 27";"";2023;55.6799644;37.5781237
"Стартовая площадка";"Улица Кедрова, владение 16";"";;55.6827637;37.5727318
"Стартовая площадка";"Судостроительная улица, владение 15";"";2023;55.68156;37.6726246
